Stock A,Stock B,Z Entry Threshold A,Z Entry Threshold B,Z Exit Threshold,Stop Loss Threshold,Final Cumulative Returns,Final Sharpe Ratio,Final Sortino Ratio,Final Max Drawdown,Total Trades,Win Rate,Profit Factor,Average Profit,Average Loss,Timestep 1
SBLD2082,NICGF2,-1.8859042528678929,1.7320997147557382,0.26392510528025215,0.05,"(15876.640223590914,)","(1.9484664719425706,)","(0.7942134415304254,)","(0.1270505882294317,)","(1.0,)",0.0,"(inf,)","(0.0,)",0.0,15876.640223590914
SBLD2082,PBLD84,-1.1465418292013805,1.338917513277548,-0.02493927998694556,0.15000000000000002,"(8664.380110717846,)","(-1.0568105912900758,)","(-0.08045577290481126,)","(0.17963432521153871,)","(56.0,)",0.5178571428571429,"(1.0476795014880949,)","(19.421810344827577,)",20.676923076923075,8664.380110717846
SBLD2082,SRBLD83,-1.084340472829491,1.738860933525035,-0.21085819050569898,0.1,"(10470.136369341235,)","(-0.8718733133993454,)","(-0.19418234666874035,)","(0.05291253855016401,)","(48.0,)",0.5416666666666666,"(3.6589356858281157,)","(24.725961538461526,)",8.366666666666664,10470.136369341235
SBLD2082,JBBD87,-1.5368620872747825,1.7043255466591027,0.30889349487586204,0.05,"(10428.621876711071,)","(0.9317341752986312,)","(0.4647330101059422,)","(0.014698510546850204,)","(13.0,)",0.3076923076923077,"(1.2505011135857453,)","(14.036874999999984,)",5.612499999999997,10428.621876711071
SBLD2082,KSBBLD87,-1.5286263647759797,2.0249367117349384,-0.27762758179385505,0.05,"(9960.04998,)","(-11.375966447410374,)","(-0.672611438829452,)","(0.003995002000000025,)","(1.0,)",0.0,"(inf,)","(0.0,)",0.0,9960.04998
SBLD2082,RBBD83,-2.7000459975315922,1.9070206305416935,0.04373960223947082,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
SBLD2082,SBID89,-1.6968482783090089,1.8133358454847872,-0.3740266168068339,0.05,"(10252.664262300408,)","(0.6771750661891898,)","(0.10380717215384432,)","(0.01897572308735085,)","(6.0,)",0.6666666666666666,"(7.272812499999985,)","(14.54562499999997,)",4.0,10252.664262300408
SBLD2082,NICAD8283,-1.8091874442200169,2.9729684854415117,-0.15718932670032026,0.1,"(9308.099327141617,)","(-1.372114997889726,)","(-0.09789452876609818,)","(0.0884982981715026,)","(36.0,)",0.3611111111111111,"(0.9526913982332463,)","(32.85173076923076,)",19.490434782608705,9308.099327141617
BNL,NICGF2,-1.8526981022720652,1.0463319893708205,0.289152785114864,0.05,"(120345698.54168811,)","(1.80519084340742,)","(1.1450722946684082,)","(11.594190677788792,)","(6.0,)",0.3333333333333333,"(0.0005650873421588011,)","(0.4902500000000003,)",578.3766666666667,120345698.54168811
BNL,SBID89,-2.9977298720421253,1.2818841169023971,0.1863222054543986,0.05,"(12869.67724669942,)","(1.9435856973019063,)","(2.3036437470195286,)","(0.0162746321653315,)","(1.0,)",1.0,"(inf,)","(25.34499999999998,)",0.0,12869.67724669942
BNL,SIGS3,-2.716496496570014,1.5511764499208804,0.09082128046623561,0.05,"(4352.802206753406,)","(-3.0086564876518813,)","(-0.1878277110329657,)","(1.6597576984585634,)","(1.0,)",0.0,"(0.0,)","(0.0,)",0.040000000000000924,4352.802206753406
BNL,H8020,-1.6832906211003282,2.288067901244315,-0.3811696824246823,0.05,"(-556642.9087428276,)","(2.0571697751591627,)","(6.148216861718544,)","(1.6839143300236068,)","(2.0,)",0.5,"(inf,)","(0.1942500000000008,)",0.0,-556642.9087428276
KEF,MFLD85,-1.9172554082865776,1.0925576427207744,-0.056298633118503694,0.1,"(11258.48137543657,)","(-0.13724258950781187,)","(-0.018462917786508482,)","(0.11153581991106845,)","(91.0,)",0.4725274725274725,"(1.9556864694187808,)","(7.7781744186046495,)",3.5629166666666676,11258.48137543657
KEF,BOKD86,-1.583764219651707,2.6777646940611186,-0.49228527362179497,0.05,"(10450.570703414252,)","(-0.4625862312797659,)","(-0.06929598578512085,)","(0.05968848107214996,)","(32.0,)",0.6875,"(1.3782273838630799,)","(3.8433749999999964,)",6.134999999999998,10450.570703414252
KEF,CKHL,-2.36877304220112,2.3265897734265613,0.07626073198730932,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
KEF,MKJC,-2.0235629876478263,1.4778411694351608,-0.10657285033326669,0.05,"(11586.542744382486,)","(0.03401641621380886,)","(0.007080320421403196,)","(0.023219471966916275,)","(47.0,)",0.5106382978723404,"(0.9379949186057212,)","(16.99803125000001,)",19.76909090909091,11586.542744382486
KEF,NBF2,-1.7954958421078238,1.3415907471342294,0.1667180667280448,0.05,"(13421.427259982203,)","(0.35890141525919705,)","(0.062457859401232024,)","(0.043232119372790284,)","(64.0,)",0.625,"(2.7791387024608527,)","(0.31056874999999995,)",0.1862499999999998,13421.427259982203
KEF,PBD88,-1.379988721430163,1.9259795040124488,0.19083648123271224,0.05,"(11589.232979134627,)","(0.3985754478575097,)","(0.06709651615584343,)","(0.02955827401926414,)","(51.0,)",0.7254901960784313,"(0.8934004327585071,)","(3.682499999999997,)",10.893571428571425,11589.232979134627
KEF,NBLD85,-1.2752108009529732,2.519263603045366,0.18651121102944812,0.1,"(11568.041336341446,)","(0.09150516358405597,)","(0.012269693837945031,)","(0.09338553697731351,)","(50.0,)",0.64,"(1.3051040312093638,)","(0.9408984375,)",1.2816666666666656,11568.041336341446
KEF,LBBL,-1.6473931448847627,2.5453794922169455,0.15133239323488734,0.05,"(10880.835415271822,)","(-0.9388767510590234,)","(-0.4618116687434497,)","(0.008306201460405149,)","(27.0,)",0.6666666666666666,"(1.3619724025974018,)","(4.194875000000001,)",6.160000000000005,10880.835415271822
KEF,EBLD86,-1.0332128088811308,1.8977436238053873,0.25570024135184344,0.05,"(11129.328332258292,)","(0.15819613321365292,)","(0.022279233289956752,)","(0.09171438657296005,)","(51.0,)",0.5882352941176471,"(0.5802223522527791,)","(4.627466666666664,)",11.963000000000001,11129.328332258292
KEF,ICFCD83,-1.6726838265019306,2.7206874306004822,0.4820548442663123,0.05,"(11346.848443482239,)","(-0.21383744503807528,)","(-0.03842970938395485,)","(0.04116967724257765,)","(47.0,)",0.7021276595744681,"(28.748163841807877,)","(1.5419469696969692,)",0.13615384615384626,11346.848443482239
KEF,RSDC,-1.5584173929923952,1.8420732031160505,0.18328715253451588,0.15000000000000002,"(11424.32601557768,)","(-0.19038122643783306,)","(-0.03607277367092311,)","(0.024574758731040803,)","(49.0,)",0.6326530612244898,"(1.1525846944948581,)","(12.291758064516133,)",19.44705882352941,11424.32601557768
KEF,SGIC,-1.4120168036301453,1.3717089432061638,-0.4887200401556745,0.1,"(10954.560203285062,)","(0.2837075184139782,)","(0.04876976946942695,)","(0.023428879000076244,)","(31.0,)",0.6129032258064516,"(0.4671728826244233,)","(3.9424473684210533,)",14.57636363636363,10954.560203285062
KEF,ILI,-1.380239999079292,2.2717329155317447,-0.05906351014213429,0.05,"(11295.981495321228,)","(1.2892743885794173,)","(0.3159746243432637,)","(0.03159922047564319,)","(14.0,)",0.7857142857142857,"(8.85357142857137,)","(0.2253636363636365,)",0.093333333333334,11295.981495321228
KEF,PBLD84,-2.8227187213234863,1.2314820776627713,-0.405950154722997,0.05,"(11177.818736923917,)","(-0.4417606425574986,)","(-0.8529301136362036,)","(0.0015272516039907522,)","(47.0,)",0.3617021276595745,"(2.1064484997367963,)","(14.123117647058821,)",3.9303448275862056,11177.818736923917
KEF,SRBLD83,-2.193131116921641,2.6524909441589095,-0.323335278425283,0.05,"(11678.439683563553,)","(-0.062283307793524395,)","(-0.0143567940046572,)","(0.024776856317221995,)","(36.0,)",0.6944444444444444,"(2.4837406625527767,)","(6.1179499999999996,)",5.598181818181818,11678.439683563553
KEF,NIBLGF,-2.011771632364974,1.6329946477404598,0.05642202925131223,0.05,"(11322.041844073063,)","(0.5821514860494842,)","(0.07078281291758975,)","(0.05311794909744226,)","(24.0,)",0.7083333333333334,"(6.662341772151892,)","(0.30960294117647064,)",0.11285714285714299,11322.041844073063
KEF,PBLD86,-1.8686843160418676,1.720976707654702,-0.29840063054947563,0.05,"(12024.217985476467,)","(0.10446452737785128,)","(0.026741213902109175,)","(0.04439221983808186,)","(69.0,)",0.4492753623188406,"(1.455009691367229,)","(3.147983870967743,)",1.7649999999999995,12024.217985476467
KEF,NICBF,-1.714675154350603,1.9304022145325646,0.3517743698664304,0.05,"(11636.546783971855,)","(-0.06559352661770866,)","(-0.009810882571937747,)","(0.03872070876858571,)","(48.0,)",0.6875,"(2.913218390804598,)","(0.23040909090909115,)",0.17400000000000013,11636.546783971855
KEF,NBLD82,-2.2215768104014346,2.322684784318894,0.4095699871343208,0.05,"(11023.09864441052,)","(-0.4466058154366131,)","(-0.08600252321550583,)","(0.03620105855874367,)","(33.0,)",0.42424242424242425,"(1.4799009989297194,)","(5.925946428571429,)",3.114444444444442,11023.09864441052
KEF,GWFD83,-1.8254430565656405,2.4805231754516432,0.10115379744461195,0.05,"(10631.776918912332,)","(-0.59441044676425,)","(-0.06655349579048721,)","(0.03957830667296014,)","(40.0,)",0.625,"(0.855444415196981,)","(3.8997999999999986,)",7.5980000000000025,10631.776918912332
KEF,ADBLD83,-1.5061981990489712,2.597097877352339,0.38115754796667156,0.05,"(10115.961175780463,)","(-1.128659454154013,)","(-0.13676159710508895,)","(0.04993377782213855,)","(52.0,)",0.4807692307692308,"(0.8071524105754287,)","(5.189989999999998,)",5.9537037037036935,10115.961175780463
KEF,FMDBL,-1.4801781612509073,2.7656688395464677,0.27251189701248524,0.05,"(11477.93885625669,)","(-0.1336736009899004,)","(-0.024194998185732064,)","(0.044457255871791355,)","(38.0,)",0.6052631578947368,"(1.2479128186183972,)","(2.9374782608695664,)",3.6093333333333333,11477.93885625669
KEF,CITY,-1.8321574225496273,1.5498276159568047,-0.3885516053621946,0.05,"(11372.520036994574,)","(1.0072057701659518,)","(0.612104511285973,)","(0.008056227848101425,)","(19.0,)",0.6842105263157895,"(0.8914181523500806,)","(8.461615384615385,)",20.566666666666677,11372.520036994574
KEF,KBLD86,-1.618002722920212,1.5023919799072751,-0.007435828872844996,0.05,"(12616.292444010322,)","(0.3013109227461329,)","(0.05666477677090891,)","(0.053635195296438135,)","(68.0,)",0.5588235294117647,"(2.0876277724204435,)","(5.697026315789479,)",3.4566666666666697,12616.292444010322
KEF,GBBL,-1.7484463776519883,2.489777274455034,-0.15957475274994382,0.05,"(11655.837430342493,)","(-0.08351771897622134,)","(-0.02259407259932524,)","(0.027025992507353012,)","(32.0,)",0.75,"(2.1838757396449715,)","(3.844531250000001,)",5.281249999999999,11655.837430342493
KEF,GIBF1,-1.336069023414189,1.5899562131905935,0.22666435179373834,0.05,"(12783.614187934027,)","(0.6696763074347145,)","(0.08337903719789462,)","(0.08752347810440461,)","(63.0,)",0.6507936507936508,"(2.47369706840391,)","(0.18522560975609753,)",0.13954545454545444,12783.614187934027
KEF,KDBY,-1.7960258404000995,2.5971616237321564,-0.2176013362348833,0.05,"(12842.572202191435,)","(0.8083036954364956,)","(0.10900198697386936,)","(0.050714621156236595,)","(33.0,)",0.7575757575757576,"(2.2082369942196536,)","(0.15281,)",0.21624999999999994,12842.572202191435
KEF,NICAD8182,-1.798405691759359,1.2737735956701428,0.25569338827283106,0.05,"(13653.044364682462,)","(0.6422809501367883,)","(0.20123860937772106,)","(0.03417912091922832,)","(60.0,)",0.38333333333333336,"(0.5721800433839486,)","(4.243336956521744,)",4.609999999999999,13653.044364682462
KEF,SAGF,-1.888426857704604,1.322780045167514,0.2786049873943991,0.05,"(10596.664294399725,)","(0.04875796522926207,)","(0.004276136536874956,)","(0.16131833554160066,)","(42.0,)",0.6428571428571429,"(1.361026936026938,)","(0.149712962962963,)",0.19799999999999976,10596.664294399725
KEF,SPL,-1.171297385372649,1.5885044889710525,0.11031577205488252,0.15000000000000002,"(12436.583783626862,)","(1.3643422742197204,)","(0.4219447750359371,)","(0.01705335311267608,)","(36.0,)",0.6388888888888888,"(1.0432341918507293,)","(11.37669565217391,)",20.901666666666667,12436.583783626862
KEF,NWCL,-1.8307812065511162,2.6598307571895186,-0.2239988143430679,0.05,"(10300.7744948237,)","(1.0382261082309074,)","(0.7122465569548273,)","(0.001998999999999973,)","(3.0,)",0.6666666666666666,"(3.468750000000005,)","(0.13875000000000032,)",0.08000000000000007,10300.7744948237
KEF,C30MF,-1.6733381963925404,2.4223711368729517,0.02524340803675884,0.05,"(10384.225355638097,)","(0.06368215020573273,)","(0.006526066229844456,)","(0.04971216600364923,)","(13.0,)",0.6923076923076923,"(1.9283898305084817,)","(0.12641666666666673,)",0.14749999999999952,10384.225355638097
KEF,GBBD85,-1.335771781424402,1.89837956242645,0.19909370546298,0.1,"(9590.961894727043,)","(-1.0270099734129372,)","(-0.0933552354856633,)","(0.10510039130865434,)","(46.0,)",0.6304347826086957,"(1.5086436939542955,)","(7.1936293103448286,)",8.642500000000002,9590.961894727043
KEF,KDL,-1.9300830550693846,2.038187322264098,-0.2684632377377594,0.05,"(10808.155489266686,)","(0.3076985939144791,)","(0.42518056527435205,)","(0.002872636319423002,)","(13.0,)",0.6923076923076923,"(1.6856853843876465,)","(18.97894444444446,)",25.33249999999999,10808.155489266686
KEF,CCBD88,-1.6798139633690445,2.7109949915641103,0.25706677649483534,0.05,"(10359.468926293544,)","(-0.6474613741732201,)","(-0.07648930951313687,)","(0.035370614209388807,)","(24.0,)",0.7083333333333334,"(5.994248530646534,)","(4.199500000000004,)",1.701428571428568,10359.468926293544
KEF,NICGF,-1.316429137928921,1.3141793010237233,0.16393756151815142,0.05,"(14816.799537737279,)","(0.7075224132612303,)","(0.09843198039970076,)","(0.08980620191040119,)","(103.0,)",0.7087378640776699,"(3.82055687203791,)","(0.2208595890410958,)",0.14551724137931046,14816.799537737279
KEF,CBLD88,-1.5301456727976694,2.3139199953606964,-0.36503514510446244,0.05,"(12047.610933504773,)","(0.6045663336462718,)","(0.12986447476750038,)","(0.047844001977013204,)","(41.0,)",0.7317073170731707,"(1.3543858160841553,)","(2.6609166666666697,)",5.358181818181816,12047.610933504773
KEF,NICFC,-1.6600566495594093,2.50109708662493,0.3562382691436725,0.05,"(11559.13910475393,)","(0.36848001831536953,)","(0.04588577574673601,)","(0.06798879725888018,)","(25.0,)",0.76,"(5.382986111111131,)","(0.20398684210526308,)",0.11999999999999951,11559.13910475393
KEF,PSF,-1.6729953093414351,1.1006668434665328,-0.21198595685530242,0.05,"(15527.024368759458,)","(0.699162413395851,)","(0.09007057664831601,)","(0.12033827332632568,)","(150.0,)",0.6733333333333333,"(3.471702127659576,)","(0.16155445544554456,)",0.09791666666666664,15527.024368759458
KEF,SBLD84,-1.9699947755539373,2.922123121323941,-0.3308620467401735,0.05,"(11462.350925190774,)","(-0.1490363962821201,)","(-0.022916618598023727,)","(0.026474983742986114,)","(31.0,)",0.7741935483870968,"(25.041071428571463,)","(1.0225104166666676,)",0.13999999999999993,11462.350925190774
KEF,NICSF,-2.5832861541671046,1.3438062842089022,0.19477209080588298,0.05,"(19302.440461270075,)","(1.153314251704111,)","(0.14519107648153412,)","(0.11073944026949366,)","(79.0,)",0.6582278481012658,"(2.9190311418685084,)","(0.16223076923076915,)",0.10703703703703712,19302.440461270075
KEF,SKBBL,-1.0383954741135246,1.3281871072756828,0.37494678122197134,0.05,"(14009.919932036542,)","(0.6781415047046918,)","(0.14483639652182148,)","(0.029342372661667178,)","(109.0,)",0.5963302752293578,"(1.1648115687993013,)","(7.565361538461542,)",9.594772727272714,14009.919932036542
KEF,SBIBD86,-1.2409745056760888,1.9361423551667531,0.32534016559224077,0.1,"(12472.0936329213,)","(0.28202375634538085,)","(0.055630382618278906,)","(0.028214999866256436,)","(89.0,)",0.5280898876404494,"(1.0617225701295336,)","(2.6332978723404246,)",2.843170731707322,12472.0936329213
KEF,SIGS3,-1.4878481731991067,1.4272715188059288,0.15273483091538342,0.05,"(10925.450610638181,)","(0.8629545678092098,)","(0.19844126261607337,)","(0.08011952121558914,)","(11.0,)",0.2727272727272727,"(0.6844170403587443,)","(0.5087500000000001,)",0.27875000000000016,10925.450610638181
KEF,RMF2,-1.5939899232550552,1.6608045958260824,-0.20286690803558516,0.05,"(10584.92394186066,)","(0.2228265551058989,)","(0.027962203856797048,)","(0.05538385906217813,)","(13.0,)",0.46153846153846156,"(0.29926470588235277,)","(0.1017499999999999,)",0.33999999999999986,10584.92394186066
KEF,SBLD83,-1.5004366407985097,2.608042875692952,-0.05549301363256531,0.05,"(11260.276284823523,)","(-0.22738791375535122,)","(-0.048475769894408015,)","(0.03616911450816055,)","(38.0,)",0.6052631578947368,"(0.30040342914775603,)","(1.0360000000000011,)",5.288000000000003,11260.276284823523
KEF,SRLI,-1.1655715017212787,1.233155788711146,-0.06231226253694877,0.1,"(10873.726836825099,)","(-0.5124214547552377,)","(-0.07977163287673195,)","(0.03064304037722595,)","(49.0,)",0.5918367346938775,"(0.6620081716404483,)","(6.341353448275865,)",13.889499999999995,10873.726836825099
KEF,PRSF,-1.132062757199643,1.1281867740275413,-0.15898364912029428,0.05,"(12023.019801480412,)","(0.9628654501915841,)","(0.10428477138104687,)","(0.08669279750821522,)","(57.0,)",0.6140350877192983,"(2.4870622568093372,)","(0.18262142857142855,)",0.12238095238095244,12023.019801480412
KEF,SBD87,-2.1491363791760825,2.7287693983479384,0.21355628267065774,0.05,"(11861.78371476711,)","(0.06535210255776476,)","(0.025035382877158435,)","(0.012977011000000123,)","(21.0,)",0.6666666666666666,"(0.911099726775957,)","(2.3818750000000004,)",5.228571428571426,11861.78371476711
KEF,LBLD86,-1.5650456896732534,1.6552362001244119,-0.3731195316846715,0.05,"(10542.244994356484,)","(-0.7537664140963881,)","(-0.10156984064625725,)","(0.06265022298838721,)","(57.0,)",0.42105263157894735,"(1.083344150576018,)","(2.7819375000000015,)",1.9259375000000014,10542.244994356484
SLBBL,SWMF,-2.3348943394922212,2.1906310553990287,-0.22894699448939393,0.05,"(10470.31696722315,)","(-0.4123514096678119,)","(-0.040563207046499655,)","(0.09241827197951998,)","(25.0,)",0.56,"(2.216718150125768,)","(35.88074999999999,)",20.600909090909077,10470.31696722315
SLBBL,UHEWA,-2.6802812468039887,1.2295663408285842,-0.2092373481034031,0.1,"(18075.72314880967,)","(1.267478668363597,)","(0.20854117815494438,)","(0.1149619085657203,)","(23.0,)",0.6086956521739131,"(1.6281154009734886,)","(24.608964285714276,)",23.512222222222217,18075.72314880967
SLBBL,ENL,-1.0110916614923766,2.174921415047651,0.3184632746304271,0.2,"(10586.991936805283,)","(-0.27003535623267516,)","(-0.031068269795902728,)","(0.09216388145124403,)","(29.0,)",0.41379310344827586,"(0.8566553775820627,)","(42.473687500000004,)",37.185625000000016,10586.991936805283
SLBBL,AVYAN,-1.01559711522248,1.2659974767087439,-0.1446056278068063,0.05,"(10947.39051324269,)","(0.10161352828391584,)","(0.010255804626098139,)","(0.1648036863015268,)","(73.0,)",0.5616438356164384,"(1.6908326402365768,)","(26.775365853658535,)",20.289375000000003,10947.39051324269
SLBBL,CITY,-2.227315165845059,2.2004275409662046,0.48157378302477905,0.05,"(12917.229810216013,)","(1.4575075295046365,)","(0.327455056012917,)","(0.06400267027621474,)","(16.0,)",0.625,"(2.1936773547094166,)","(27.366125,)",20.791666666666686,12917.229810216013
SLBBL,SLCF,-1.4228492329176456,1.7174159954434267,-0.29255331689541453,0.05,"(1.7177576047351746,)","(0.6333476568737723,)","(0.11061225468954909,)","(1.5552516128231766,)","(86.0,)",0.5813953488372093,"(1.0171953700116234,)","(12.601830000000001,)",17.69828571428572,1.7177576047351746
SLBBL,BHPL,-2.792267782451181,1.098073442633877,-0.3992656603029837,0.15000000000000002,"(11951.068937777447,)","(0.573355035155369,)","(0.08335795216266799,)","(0.0872144607237953,)","(19.0,)",0.6842105263157895,"(1.6882697780307336,)","(22.817615384615383,)",29.283333333333342,11951.068937777447
BARUN,SPHL,-1.603624790045884,2.9991101411237153,-0.06399103470699152,0.05,"(10930.435994774329,)","(0.07019129034638251,)","(0.007519714171358258,)","(0.061899484859827575,)","(19.0,)",0.47368421052631576,"(1.725108885017422,)","(22.00472222222223,)",12.755555555555556,10930.435994774329
BARUN,BHL,-2.6775310825715026,1.5977642703074466,-0.33663154099371595,0.05,"(12286.094438112232,)","(0.5145596512866001,)","(0.11114557160989834,)","(0.037104532532611,)","(26.0,)",0.5384615384615384,"(1.5487363210005212,)","(10.614375,)",8.722727272727274,12286.094438112232
BARUN,UHEWA,-1.520111123062693,1.7566212663444558,-0.3062144703279409,0.1,"(10815.08141420353,)","(-0.02883652002462755,)","(-0.0031855572368334815,)","(0.09335049194441714,)","(33.0,)",0.48484848484848486,"(1.4115533759124086,)","(19.338281249999994,)",13.699999999999998,10815.08141420353
BARUN,CITY,-1.0673556734973122,1.1648502554461284,0.2653362348115914,0.1,"(11606.030213721302,)","(0.8171288282293594,)","(0.1897017240233145,)","(0.04150533126914482,)","(21.0,)",0.42857142857142855,"(0.8351283226397802,)","(20.24722222222222,)",18.183333333333326,11606.030213721302
BARUN,BHPL,-1.051197132455517,1.0412877441139363,-0.2315037344600489,0.2,"(12141.770467850838,)","(0.6205354473723927,)","(0.07972759422277448,)","(0.06906488355125642,)","(46.0,)",0.5,"(0.8160467334287074,)","(14.880434782608694,)",18.234782608695657,12141.770467850838
BARUN,NICSF,-1.1406452993453786,1.0260431772881822,0.4463774780337104,0.1,"(25472.838490200626,)","(0.8425487939079893,)","(0.13685561774873872,)","(0.9811359853288804,)","(64.0,)",0.578125,"(0.7917689668318724,)","(5.613000000000002,)",10.088461538461537,25472.838490200626
MFLD85,HBLD86,-2.7055952036157844,2.881324378667764,-0.10095368639839641,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
MFLD85,PBD88,-1.2890883793816148,2.221814920032858,-0.023099002494798127,0.1,"(9881.659119569355,)","(-0.9223763722302206,)","(-0.08001692351119831,)","(0.04710809328398591,)","(34.0,)",0.5,"(1.2737413528055341,)","(19.49573529411764,)",16.262499999999996,9881.659119569355
MFLD85,NICGF2,-2.203757330639726,2.656210632807453,0.08388753181301567,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
MFLD85,EBLD85,-2.0443771779673945,2.0009496092653354,-0.2724283639767686,0.05,"(10206.730687850666,)","(0.39239504315058354,)","(0.23613294140853208,)","(0.000920715828415981,)","(3.0,)",1.0,"(inf,)","(6.7216666666666525,)",0.0,10206.730687850666
MFLD85,NBLD85,-2.7551442419435586,2.178395038084627,0.24308445309200144,0.05,"(9642.654808637304,)","(-1.4524430431589843,)","(-0.15713541384850252,)","(0.07018918585193465,)","(36.0,)",0.5,"(1.7899639423076927,)","(16.547222222222224,)",9.244444444444444,9642.654808637304
MFLD85,EBLD86,-2.770069041627006,1.805769911412095,-0.07683291295507488,0.05,"(9852.252045485842,)","(-1.109595804393831,)","(-0.08820822046600847,)","(0.05841426536967864,)","(17.0,)",0.6470588235294118,"(1.4894369586140537,)","(14.068409090909087,)",17.316666666666645,9852.252045485842
MFLD85,ICFCD83,-1.642748807887006,1.2358439072651715,0.31963924856350034,0.1,"(8420.197427471798,)","(-1.6592889277945806,)","(-0.1428360405315663,)","(0.1670347827795808,)","(81.0,)",0.49382716049382713,"(1.9610991957104558,)","(18.287249999999993,)",9.097560975609753,8420.197427471798
MFLD85,PBLD86,-1.278927181616352,1.752413392643538,0.1697339886903051,0.05,"(9117.681052489072,)","(-2.5011932892198208,)","(-0.2106256039102952,)","(0.10626172809714196,)","(46.0,)",0.3695652173913043,"(1.1960282180131425,)","(18.20073529411765,)",8.920689655172415,9117.681052489072
MFLD85,NBLD82,-2.253898572497572,1.0762880434362811,-0.42114857798809924,0.1,"(9837.471450330695,)","(-1.6435395579937002,)","(-0.14587477312589756,)","(0.05435777945628197,)","(33.0,)",0.48484848484848486,"(0.9461237980769219,)","(14.759531249999984,)",15.600000000000001,9837.471450330695
MFLD85,KBLD89,-2.932494257967809,2.397563487921901,-0.43472638883252057,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
MFLD85,GWFD83,-2.5519720216200517,1.048500935717079,-0.3559436068883973,0.1,"(10243.695065404692,)","(-1.110455708992002,)","(-0.1476214037455072,)","(0.04137590498350375,)","(44.0,)",0.5227272727272727,"(2.390050505050506,)","(20.575217391304356,)",9.428571428571429,10243.695065404692
MFLD85,ADBLD83,-1.7317026471853454,1.6513148798969117,-0.1276607580214011,0.05,"(9919.25195027208,)","(-0.7070408085671128,)","(-0.08140272991409538,)","(0.1210651662916425,)","(51.0,)",0.5686274509803921,"(2.002291371994343,)","(24.407241379310335,)",16.06818181818181,9919.25195027208
MFLD85,KBLD86,-2.9220434699040583,1.0065412265340055,0.4988717839001562,0.1,"(8819.62036421346,)","(-2.765696830503433,)","(-0.18867868235620322,)","(0.11803796357865359,)","(32.0,)",0.28125,"(0.5904369212962959,)","(22.672777777777767,)",15.709090909090916,8819.62036421346
MFLD85,SAGF,-1.911729550115807,1.1268395528316293,-0.16951060020126363,0.1,"(-13.734160761680789,)","(-0.9564618832654852,)","(-0.09665805269609277,)","(1.0022154820887323,)","(36.0,)",0.5555555555555556,"(0.8042694805194799,)","(3.7157249999999955,)",5.774999999999998,-13.734160761680789
MFLD85,LVF2,-2.9484958667434977,1.0417093941526232,-0.11303707371055172,0.15000000000000002,"(4437.840267659505,)","(1.5149482596998172,)","(0.43888609367885173,)","(0.9840918601458275,)","(13.0,)",0.46153846153846156,"(0.6806603773584909,)","(0.18037499999999998,)",0.227142857142857,4437.840267659505
MFLD85,CCBD88,-1.8475909324554751,1.8444776868439097,0.27188243698648895,0.1,"(10717.769199510287,)","(-0.30134137434488023,)","(-0.06934116981330683,)","(0.017644275450852287,)","(20.0,)",0.6,"(1.9281434184675836,)","(24.535624999999992,)",21.814285714285706,10717.769199510287
MFLD85,NICGF,-2.066333634030989,2.1487636104238854,0.18888073138779082,0.05,"(5100151.2415176695,)","(1.0071490990718612,)","(0.6333994079287312,)","(0.8340536776106566,)","(40.0,)",0.6,"(0.6655649133958365,)","(5.235499999999997,)",11.799374999999998,5100151.2415176695
MFLD85,CBLD88,-1.1907913406967938,1.389884498082888,-0.011707999722251006,0.05,"(9214.749436783846,)","(-2.607877738454763,)","(-0.2173158733858647,)","(0.09203740401381935,)","(47.0,)",0.6382978723404256,"(3.8696787925696645,)","(16.665416666666665,)",7.599999999999989,9214.749436783846
MFLD85,PSF,-1.2741727899840407,2.0398116286742463,0.2767656073479865,0.05,"(778849429.2893465,)","(1.2724092210548295,)","(0.29383763233312954,)","(2.0133492109617266,)","(64.0,)",0.515625,"(1.961259815765629,)","(7.871189393939388,)",4.4146666666666645,778849429.2893465
MFLD85,SBLD84,-1.256415605470993,2.817282514263753,-0.4725416461336487,0.15000000000000002,"(9669.699459445776,)","(-1.987733943590346,)","(-0.18988432368545657,)","(0.07691709653923291,)","(42.0,)",0.6190476190476191,"(1.8302528089887644,)","(12.53019230769231,)",11.866666666666667,9669.699459445776
MFLD85,NICSF,-1.9080318614009062,1.927604529402393,0.4457993862458315,0.05,"(31964918.67621959,)","(1.4275633215017074,)","(0.4711567841489551,)","(1.050452438907488,)","(59.0,)",0.5932203389830508,"(0.8897658927763048,)","(3.9309857142857134,)",6.723043478260867,31964918.67621959
